T(K)           P(bar)         H2O,wt%        rho,kg/m3     
  1281.64        55094.4       0.114967E-001   3390.16     
  1287.37        55094.4       0.114967E-001   3389.52     
  1293.10        55094.4       0.114967E-001   3388.87     
  1298.84        55094.4       0.114967E-001   3388.22     
  1304.57        55094.4       0.114967E-001   3387.57     
  1310.30        55094.4       0.114967E-001   3386.91     
  1316.03        55094.4       0.114967E-001   3386.27     
  1321.76        55094.4       0.114967E-001   3385.61     
  1327.49        55094.4       0.114967E-001   3384.96     
  1333.22        55094.4       0.114967E-001   3384.31     
  1338.95        55094.4       0.114967E-001   3383.64     
  1344.68        55094.4       0.114967E-001   3382.99     
  1350.41        55094.4       0.114967E-001   3382.34     
  1356.14        55094.4       0.114967E-001   3381.68     
  1361.88        55094.4       0.114967E-001   3381.02     
  1367.61        55094.4       0.114967E-001   3380.36     
  1373.34        55094.4       0.114967E-001   3379.70     
  1379.07        55094.4       0.114967E-001   3379.04     
  1384.80        55094.4       0.114967E-001   3378.37     
  1390.53        55094.4       0.114967E-001   3377.72     
  1396.26        55094.4       0.114967E-001   3377.06     
  1401.99        55094.4       0.114967E-001   3376.39     
  1407.72        55094.4       0.114967E-001   3375.72     
  1413.45        55094.4       0.114967E-001   3375.06     
  1419.18        55094.4       0.114967E-001   3374.39     
  1424.92        55094.4       0.114967E-001   3373.71     
  1430.65        55094.4       0.114967E-001   3373.06     
  1436.38        55094.4       0.114967E-001   3372.39     
  1442.11        55094.4       0.114967E-001   3371.71     
  1447.84        55094.4       0.114967E-001   3371.04     
  1453.57        55094.4       0.114967E-001   3370.37     
  1459.30        55094.4       0.114967E-001   3369.70     
  1465.03        55094.4       0.114967E-001   3369.02     
  1470.76        55094.4       0.114967E-001   3368.34     
  1476.49        55094.4       0.114967E-001   3367.67     
  1482.22        55094.4       0.114967E-001   3366.99     
  1487.96        55094.4       0.114967E-001   3366.31     
  1493.69        55094.4       0.114967E-001   3365.63     
  1499.42        55094.4       0.114967E-001   3364.95     
  1505.15        55094.4       0.114967E-001   3364.27     
  1510.88        55094.4       0.114967E-001   3363.58     
  1516.61        55094.4       0.114967E-001   3362.90     
  1522.34        55094.4       0.114967E-001   3362.21     
  1528.07        55094.4       0.114967E-001   3361.53     
  1533.80        55094.4       0.114967E-001   3360.84     
  1539.53        55094.4       0.114967E-001   3360.15     
  1545.27        55094.4       0.114967E-001   3359.46     
  1551.00        55094.4       0.114967E-001   3358.77     
  1556.73        55094.4       0.114967E-001   3358.08     
  1562.46        55094.4       0.114967E-001   3357.39     
  1568.19        55094.4       0.114967E-001   3356.70     
  1573.92        55094.4       0.114967E-001   3356.00     
  1579.65        55094.4       0.114967E-001   3355.31     
  1585.38        55094.4       0.114967E-001   3354.61     
  1591.11        55094.4       0.114967E-001   3353.91     
  1596.84        55094.4       0.114967E-001   3353.21     
  1602.57        55094.4       0.114967E-001   3352.51     
  1608.31        55094.4       0.114967E-001   3351.81     
  1614.04        55094.4       0.114967E-001   3351.11     
  1619.77        55094.4       0.114967E-001   3350.41     
  1625.50        55094.4       0.114967E-001   3349.71     
  1631.23        55094.4       0.114967E-001   3349.01     
  1636.96        55094.4       0.114967E-001   3348.30     
  1642.69        55094.4       0.114967E-001   3347.60     
  1648.42        55094.4       0.114967E-001   3346.89     
  1654.15        55094.4       0.114967E-001   3346.18     
  1659.88        55094.4       0.114967E-001   3345.47     
  1665.61        55094.4       0.114967E-001   3344.76     
  1671.35        55094.4       0.114967E-001   3344.05     
  1677.08        55094.4       0.114967E-001   3343.34     
  1682.81        55094.4       0.114967E-001   3342.63     
  1688.54        55094.4       0.114967E-001   3341.92     
  1694.27        55094.4       0.114967E-001   3341.20     
  1700.00        55094.4       0.114967E-001   3340.49     
  273.000        55409.6        13.0533        2891.53     
  278.731        55409.6        13.0533        2891.23     
  284.462        55409.6        13.0533        2890.88     
  290.193        55409.6        11.9253        2948.87     
  295.924        55409.6        11.9253        2948.56     
  301.655        55409.6        11.8975        2949.68     
  307.386        55409.6        11.8975        2949.36     
  313.116        55409.6        11.8814        2949.86     
  318.847        55409.6        11.8565        2949.95     
  324.578        55409.6        11.8565        2949.62     
  330.309        55409.6        11.8438        2949.94     
  336.040        55409.6        11.8438        2949.61     
  341.771        55409.6        11.8282        2950.08     
  347.502        55409.6        11.8282        2949.74     
  353.233        55409.6        11.8282        2949.39     
  358.964        55409.6        11.8214        2949.40     
  364.695        55409.6        11.8214        2949.05     
  370.426        55409.6        11.8214        2948.70     
  376.157        55409.6        11.8213        2948.36     
  381.888        55409.6        11.8213        2948.00     
  387.618        55409.6        11.8213        2947.65     
  393.349        55409.6        11.8217        2947.27     
  399.080        55409.6        11.8217        2946.91     
  404.811        55409.6        11.8217        2946.55     
  410.542        55409.6        11.8223        2946.16     
  416.273        55409.6        11.8223        2945.79     
  422.004        55409.6        11.8223        2945.42     
  427.735        55409.6        11.8226        2945.04     
  433.466        55409.6        11.8226        2944.67     
  439.197        55409.6        11.8226        2944.30     
  444.928        55409.6        11.8226        2943.92     
  450.659        55409.6        11.8230        2943.53     
  456.390        55409.6        11.8230        2943.15     
  462.120        55409.6        11.8230        2942.78     
  467.851        55409.6        11.8228        2942.40     
  473.582        55409.6        11.8228        2942.02     
  479.313        55409.6        11.8228        2941.64     
  485.044        55409.6        11.8224        2941.28     
  490.775        55409.6        11.8224        2940.90     
  496.506        55409.6        11.8224        2940.51     
  502.237        55409.6        11.8218        2940.16     
  507.968        55409.6        11.8218        2939.77     
  513.699        55409.6        11.8218        2939.39     
  519.430        55409.6        11.8209        2939.04     
  525.161        55409.6        11.8209        2938.65     
  530.892        55409.6        11.8209        2938.26     
  536.622        55409.6        11.8197        2937.93     
  542.353        55409.6        11.8197        2937.54     
  548.084        55409.6        11.8197        2937.15     
  553.815        55409.6        11.8197        2936.75     
  559.546        55409.6        11.8181        2936.44     
  565.277        55409.6        11.8181        2936.04     
  571.008        55409.6        11.8181        2935.64     
  576.739        55409.6        11.8162        2935.34     
  582.470        55409.6        11.8162        2934.94     
  588.201        55409.6        11.8162        2934.54     
  593.932        55409.6        11.8138        2934.26     
  599.663        55409.6        11.8115        2933.98     
  605.394        55409.6        11.8115        2933.58     
  611.124        55409.6        11.8112        2933.19     
  616.855        55409.6        11.3456        2929.42     
  622.586        55409.6        11.3432        2929.13     
  628.317        55409.6        11.3417        2928.81     
  634.048        55409.6        11.3395        2928.52     
  639.779        55409.6        11.3375        2928.22     
  645.510        55409.6        11.3356        2927.92     
  651.241        55409.6        11.3337        2927.61     
  656.972        55409.6        11.3321        2927.29     
  662.703        55409.6        11.3306        2926.96     
  668.434        55409.6        11.3290        2926.64     
  674.165        55409.6        11.3269        2926.34     
  679.896        55409.6        11.3245        2926.06     
  685.627        55409.6        11.3219        2925.78     
  691.357        55409.6        11.3197        2925.48     
  697.088        55409.6        10.9269        2940.14     
  702.819        55409.6        10.9245        2939.84     
  708.550        55409.6        10.4874        2934.90     
  714.281        55409.6        10.4696        2933.86     
  720.012        55409.6        9.26679        2963.26     
  725.743        55409.6        9.03577        2971.14     
  731.474        55409.6        9.00532        2971.82     
  737.205        55409.6        5.18333        3249.36     
  742.936        55409.6        5.18258        3248.85     
  748.667        55409.6        5.06884        3251.54     
  754.398        55409.6        4.86261        3256.80     
  760.129        55409.6        4.65416        3262.15     
  765.859        55409.6        3.75452        3286.36     
  771.590        55409.6        4.06705        3277.58     
  777.321        55409.6        3.78888        3284.94     
  783.052        55409.6        2.80186        3312.00     
  788.783        55409.6        2.72672        3313.86     
  794.514        55409.6        1.83139        3338.84     
  800.245        55409.6        1.38199        3351.43     
  805.976        55409.6        1.18987        3356.52     
  811.707        55409.6        1.18769        3356.11     
  817.438        55409.6        1.18589        3355.68     
  823.169        55409.6       0.603296        3396.84     
  828.900        55409.6       0.114967E-001   3439.66     
  834.631        55409.6       0.114967E-001   3439.07     
  840.361        55409.6       0.114967E-001   3438.48     
  846.092        55409.6       0.114967E-001   3437.89     
  851.823        55409.6       0.114967E-001   3437.30     
  857.554        55409.6       0.114967E-001   3436.70     
  863.285        55409.6       0.114967E-001   3436.11     
  869.016        55409.6       0.114967E-001   3435.52     
  874.747        55409.6       0.114967E-001   3434.92     
  880.478        55409.6       0.114967E-001   3434.33     
  886.209        55409.6       0.114967E-001   3433.73     
  891.940        55409.6       0.114967E-001   3433.14     
  897.671        55409.6       0.114967E-001   3432.54     
  903.402        55409.6       0.114967E-001   3431.94     
  909.133        55409.6       0.114967E-001   3431.35     
  914.863        55409.6       0.114967E-001   3430.75     
  920.594        55409.6       0.114967E-001   3430.15     
  926.325        55409.6       0.114967E-001   3429.55     
  932.056        55409.6       0.114967E-001   3428.95     
  937.787        55409.6       0.114967E-001   3428.35     
  943.518        55409.6       0.114967E-001   3427.75     
  949.249        55409.6       0.114967E-001   3427.15     
  954.980        55409.6       0.114967E-001   3426.54     
  960.711        55409.6       0.114967E-001   3425.94     
  966.442        55409.6       0.114967E-001   3425.34     
  972.173        55409.6       0.114967E-001   3424.73     
  977.904        55409.6       0.114967E-001   3424.13     
  983.635        55409.6       0.114967E-001   3423.52     
  989.365        55409.6       0.114967E-001   3422.91     
  995.096        55409.6       0.114967E-001   3422.30     
  1000.83        55409.6       0.114967E-001   3421.70     
  1006.56        55409.6       0.114967E-001   3421.09     
  1012.29        55409.6       0.114967E-001   3420.48     
  1018.02        55409.6       0.114967E-001   3419.87     
  1023.75        55409.6       0.114967E-001   3419.26     
  1029.48        55409.6       0.114967E-001   3418.65     
  1035.21        55409.6       0.114967E-001   3418.03     
  1040.94        55409.6       0.114967E-001   3417.42     
  1046.67        55409.6       0.114967E-001   3416.80     
  1052.41        55409.6       0.114967E-001   3416.19     
  1058.14        55409.6       0.114967E-001   3415.57     
  1063.87        55409.6       0.114967E-001   3414.96     
  1069.60        55409.6       0.114967E-001   3414.34     
  1075.33        55409.6       0.114967E-001   3413.73     
  1081.06        55409.6       0.114967E-001   3413.11     
  1086.79        55409.6       0.114967E-001   3412.48     
  1092.52        55409.6       0.114967E-001   3411.86     
  1098.25        55409.6       0.114967E-001   3411.24     
  1103.98        55409.6       0.114967E-001   3410.62     
  1109.71        55409.6       0.114967E-001   3410.01     
  1115.45        55409.6       0.114967E-001   3409.38     
  1121.18        55409.6       0.114967E-001   3408.75     
  1126.91        55409.6       0.114967E-001   3408.13     
  1132.64        55409.6       0.114967E-001   3407.51     
  1138.37        55409.6       0.114967E-001   3406.88     
  1144.10        55409.6       0.114967E-001   3406.26     
  1149.83        55409.6       0.114967E-001   3405.63     
  1155.56        55409.6       0.114967E-001   3404.99     
  1161.29        55409.6       0.114967E-001   3404.37     
  1167.02        55409.6       0.114967E-001   3403.74     
  1172.76        55409.6       0.114967E-001   3403.11     
  1178.49        55409.6       0.114967E-001   3402.48     
  1184.22        55409.6       0.114967E-001   3401.85     
  1189.95        55409.6       0.114967E-001   3401.22     
  1195.68        55409.6       0.114967E-001   3400.58     
  1201.41        55409.6       0.114967E-001   3399.94     
  1207.14        55409.6       0.114967E-001   3399.31     
  1212.87        55409.6       0.114967E-001   3398.68     
  1218.60        55409.6       0.114967E-001   3398.04     
  1224.33        55409.6       0.114967E-001   3397.41     
  1230.06        55409.6       0.114967E-001   3396.76     
  1235.80        55409.6       0.114967E-001   3396.12     
  1241.53        55409.6       0.114967E-001   3395.49     
  1247.26        55409.6       0.114967E-001   3394.85     
  1252.99        55409.6       0.114967E-001   3394.21     
  1258.72        55409.6       0.114967E-001   3393.57     
  1264.45        55409.6       0.114967E-001   3392.91     
  1270.18        55409.6       0.114967E-001   3392.27     
  1275.91        55409.6       0.114967E-001   3391.63     
  1281.64        55409.6       0.114967E-001   3390.99     
  1287.37        55409.6       0.114967E-001   3390.34     
  1293.10        55409.6       0.114967E-001   3389.70     
  1298.84        55409.6       0.114967E-001   3389.05     
  1304.57        55409.6       0.114967E-001   3388.39     
  1310.30        55409.6       0.114967E-001   3387.74     
  1316.03        55409.6       0.114967E-001   3387.09     
  1321.76        55409.6       0.114967E-001   3386.44     
  1327.49        55409.6       0.114967E-001   3385.80     
  1333.22        55409.6       0.114967E-001   3385.14     
  1338.95        55409.6       0.114967E-001   3384.48     
  1344.68        55409.6       0.114967E-001   3383.82     
  1350.41        55409.6       0.114967E-001   3383.17     
  1356.14        55409.6       0.114967E-001   3382.52     
  1361.88        55409.6       0.114967E-001   3381.86     
  1367.61        55409.6       0.114967E-001   3381.21     
  1373.34        55409.6       0.114967E-001   3380.53     
  1379.07        55409.6       0.114967E-001   3379.88     
  1384.80        55409.6       0.114967E-001   3379.22     
  1390.53        55409.6       0.114967E-001   3378.56     
  1396.26        55409.6       0.114967E-001   3377.90     
  1401.99        55409.6       0.114967E-001   3377.24     
  1407.72        55409.6       0.114967E-001   3376.56     
  1413.45        55409.6       0.114967E-001   3375.90     
  1419.18        55409.6       0.114967E-001   3375.24     
  1424.92        55409.6       0.114967E-001   3374.57     
  1430.65        55409.6       0.114967E-001   3373.91     
  1436.38        55409.6       0.114967E-001   3373.24     
  1442.11        55409.6       0.114967E-001   3372.57     
  1447.84        55409.6       0.114967E-001   3371.90     
  1453.57        55409.6       0.114967E-001   3371.22     
  1459.30        55409.6       0.114967E-001   3370.55     
  1465.03        55409.6       0.114967E-001   3369.88     
  1470.76        55409.6       0.114967E-001   3369.20     
  1476.49        55409.6       0.114967E-001   3368.52     
  1482.22        55409.6       0.114967E-001   3367.85     
  1487.96        55409.6       0.114967E-001   3367.17     
  1493.69        55409.6       0.114967E-001   3366.49     
  1499.42        55409.6       0.114967E-001   3365.81     
  1505.15        55409.6       0.114967E-001   3365.13     
  1510.88        55409.6       0.114967E-001   3364.45     
  1516.61        55409.6       0.114967E-001   3363.76     
  1522.34        55409.6       0.114967E-001   3363.08     
  1528.07        55409.6       0.114967E-001   3362.39     
  1533.80        55409.6       0.114967E-001   3361.71     
  1539.53        55409.6       0.114967E-001   3361.02     
  1545.27        55409.6       0.114967E-001   3360.33     
  1551.00        55409.6       0.114967E-001   3359.64     
  1556.73        55409.6       0.114967E-001   3358.95     
  1562.46        55409.6       0.114967E-001   3358.26     
  1568.19        55409.6       0.114967E-001   3357.57     
  1573.92        55409.6       0.114967E-001   3356.88     
  1579.65        55409.6       0.114967E-001   3356.18     
  1585.38        55409.6       0.114967E-001   3355.49     
  1591.11        55409.6       0.114967E-001   3354.79     
  1596.84        55409.6       0.114967E-001   3354.09     
  1602.57        55409.6       0.114967E-001   3353.39     
  1608.31        55409.6       0.114967E-001   3352.70     
  1614.04        55409.6       0.114967E-001   3352.00     
  1619.77        55409.6       0.114967E-001   3351.29     
  1625.50        55409.6       0.114967E-001   3350.59     
  1631.23        55409.6       0.114967E-001   3349.89     
  1636.96        55409.6       0.114967E-001   3349.19     
  1642.69        55409.6       0.114967E-001   3348.48     
  1648.42        55409.6       0.114967E-001   3347.78     
  1654.15        55409.6       0.114967E-001   3347.07     
  1659.88        55409.6       0.114967E-001   3346.36     
  1665.61        55409.6       0.114967E-001   3345.66     
  1671.35        55409.6       0.114967E-001   3344.95     
  1677.08        55409.6       0.114967E-001   3344.24     
  1682.81        55409.6       0.114967E-001   3343.53     
  1688.54        55409.6       0.114967E-001   3342.81     
  1694.27        55409.6       0.114967E-001   3342.10     
  1700.00        55409.6       0.114967E-001   3341.39     
  273.000        55724.9        13.0533        2892.53     
  278.731        55724.9        13.0533        2892.23     
  284.462        55724.9        13.0533        2891.92     
  290.193        55724.9        11.9201        2950.14     
  295.924        55724.9        11.9201        2949.83     
  301.655        55724.9        11.8893        2951.10     
  307.386        55724.9        11.8893        2950.78     
  313.116        55724.9        11.8805        2950.91     
  318.847        55724.9        11.8445        2951.57     
  324.578        55724.9        11.8445        2951.24     
  330.309        55724.9        11.8336        2951.47     
  336.040        55724.9        11.8336        2951.14     
  341.771        55724.9        11.8217        2951.41     
  347.502        55724.9        11.8217        2951.07     
  353.233        55724.9        11.8217        2950.73     
  358.964        55724.9        11.8200        2950.47     
  364.695        55724.9        11.8200        2950.12     
  370.426        55724.9        11.8200        2949.78     
  376.157        55724.9        11.8197        2949.44     
  381.888        55724.9        11.8197        2949.08     
  387.618        55724.9        11.8197        2948.73     
  393.349        55724.9        11.8202        2948.35     
  399.080        55724.9        11.8202        2947.99     
  404.811        55724.9        11.8202        2947.63     
  410.542        55724.9        11.8207        2947.24     
  416.273        55724.9        11.8207        2946.87     
  422.004        55724.9        11.8207        2946.51     
  427.735        55724.9        11.8210        2946.12     
  433.466        55724.9        11.8210        2945.75     
  439.197        55724.9        11.8210        2945.38     
  444.928        55724.9        11.8210        2945.01     
  450.659        55724.9        11.8214        2944.61     
  456.390        55724.9        11.8214        2944.24     
  462.120        55724.9        11.8214        2943.86     
  467.851        55724.9        11.8212        2943.49     
  473.582        55724.9        11.8212        2943.11     
  479.313        55724.9        11.8212        2942.73     
  485.044        55724.9        11.8208        2942.37     
  490.775        55724.9        11.8208        2941.99     
  496.506        55724.9        11.8208        2941.60     
  502.237        55724.9        11.8202        2941.25     
  507.968        55724.9        11.8202        2940.86     
  513.699        55724.9        11.8202        2940.48     
  519.430        55724.9        11.8192        2940.14     
  525.161        55724.9        11.8192        2939.75     
  530.892        55724.9        11.8192        2939.36     
  536.622        55724.9        11.8180        2939.03     
  542.353        55724.9        11.8180        2938.63     
  548.084        55724.9        11.8180        2938.24     
  553.815        55724.9        11.8180        2937.85     
  559.546        55724.9        11.8164        2937.53     
  565.277        55724.9        11.8164        2937.14     
  571.008        55724.9        11.8164        2936.74     
  576.739        55724.9        11.8144        2936.44     
  582.470        55724.9        11.8144        2936.04     
  588.201        55724.9        11.8144        2935.65     
  593.932        55724.9        11.8120        2935.37     
  599.663        55724.9        11.8115        2934.99     
  605.394        55724.9        11.8115        2934.59     
  611.124        55724.9        11.8115        2934.19     
  616.855        55724.9        11.8115        2933.79     
  622.586        55724.9        11.3407        2930.26     
  628.317        55724.9        11.3393        2929.93     
  634.048        55724.9        11.3378        2929.61     
  639.779        55724.9        11.3353        2929.33     
  645.510        55724.9        11.3335        2929.02     
  651.241        55724.9        11.3316        2928.71     
  656.972        55724.9        11.3300        2928.39     
  662.703        55724.9        11.3285        2928.07     
  668.434        55724.9        11.3269        2927.74     
  674.165        55724.9        11.3248        2927.45     
  679.896        55724.9        11.3224        2927.16     
  685.627        55724.9        11.3199        2926.88     
  691.357        55724.9        10.9275        2941.51     
  697.088        55724.9        10.9251        2941.22     
  702.819        55724.9        10.9231        2940.90     
  708.550        55724.9        10.4954        2936.35     
  714.281        55724.9        10.4653        2935.02     
  720.012        55724.9        9.27794        2963.80     
  725.743        55724.9        6.43146        3169.89     
  731.474        55724.9        5.72412        3214.93     
  737.205        55724.9        5.18275        3250.15     
  742.936        55724.9        5.18185        3249.64     
  748.667        55724.9        5.11122        3251.11     
  754.398        55724.9        4.81446        3258.82     
  760.129        55724.9        4.73198        3260.76     
  765.859        55724.9        4.44112        3268.37     
  771.590        55724.9        4.21297        3274.31     
  777.321        55724.9        3.89727        3282.68     
  783.052        55724.9        2.70181        3315.49     
  788.783        55724.9        2.97971        3307.53     
  794.514        55724.9        2.15780        3330.33     
  800.245        55724.9        1.67643        3343.76     
  805.976        55724.9        1.18923        3357.35     
  811.707        55724.9        1.18708        3356.94     
  817.438        55724.9       0.990128        3370.37     
  823.169        55724.9       0.114967E-001   3441.01     
  828.900        55724.9       0.114967E-001   3440.43     
  834.631        55724.9       0.114967E-001   3439.84     
  840.361        55724.9       0.114967E-001   3439.25     
  846.092        55724.9       0.114967E-001   3438.66     
  851.823        55724.9       0.114967E-001   3438.07     
  857.554        55724.9       0.114967E-001   3437.48     
  863.285        55724.9       0.114967E-001   3436.88     
  869.016        55724.9       0.114967E-001   3436.29     
  874.747        55724.9       0.114967E-001   3435.70     
  880.478        55724.9       0.114967E-001   3435.10     
  886.209        55724.9       0.114967E-001   3434.51     
  891.940        55724.9       0.114967E-001   3433.91     
  897.671        55724.9       0.114967E-001   3433.32     
  903.402        55724.9       0.114967E-001   3432.72     
  909.133        55724.9       0.114967E-001   3432.12     
  914.863        55724.9       0.114967E-001   3431.53     
  920.594        55724.9       0.114967E-001   3430.93     
  926.325        55724.9       0.114967E-001   3430.33     
  932.056        55724.9       0.114967E-001   3429.73     
  937.787        55724.9       0.114967E-001   3429.13     
  943.518        55724.9       0.114967E-001   3428.53     
  949.249        55724.9       0.114967E-001   3427.93     
  954.980        55724.9       0.114967E-001   3427.33     
  960.711        55724.9       0.114967E-001   3426.72     
  966.442        55724.9       0.114967E-001   3426.12     
  972.173        55724.9       0.114967E-001   3425.51     
  977.904        55724.9       0.114967E-001   3424.91     
  983.635        55724.9       0.114967E-001   3424.30     
  989.365        55724.9       0.114967E-001   3423.70     
  995.096        55724.9       0.114967E-001   3423.09     
  1000.83        55724.9       0.114967E-001   3422.48     
  1006.56        55724.9       0.114967E-001   3421.88     
  1012.29        55724.9       0.114967E-001   3421.27     
  1018.02        55724.9       0.114967E-001   3420.66     
  1023.75        55724.9       0.114967E-001   3420.05     
  1029.48        55724.9       0.114967E-001   3419.44     
  1035.21        55724.9       0.114967E-001   3418.82     
  1040.94        55724.9       0.114967E-001   3418.21     
  1046.67        55724.9       0.114967E-001   3417.59     
  1052.41        55724.9       0.114967E-001   3416.98     
  1058.14        55724.9       0.114967E-001   3416.36     
  1063.87        55724.9       0.114967E-001   3415.75     
  1069.60        55724.9       0.114967E-001   3415.14     
  1075.33        55724.9       0.114967E-001   3414.52     
  1081.06        55724.9       0.114967E-001   3413.90     
  1086.79        55724.9       0.114967E-001   3413.28     
  1092.52        55724.9       0.114967E-001   3412.67     
  1098.25        55724.9       0.114967E-001   3412.04     
  1103.98        55724.9       0.114967E-001   3411.42     
  1109.71        55724.9       0.114967E-001   3410.81     
  1115.45        55724.9       0.114967E-001   3410.17     
  1121.18        55724.9       0.114967E-001   3409.55     
  1126.91        55724.9       0.114967E-001   3408.94     
  1132.64        55724.9       0.114967E-001   3408.31     
  1138.37        55724.9       0.114967E-001   3407.69     
  1144.10        55724.9       0.114967E-001   3407.06     
  1149.83        55724.9       0.114967E-001   3406.43     
  1155.56        55724.9       0.114967E-001   3405.80     
  1161.29        55724.9       0.114967E-001   3405.18     
  1167.02        55724.9       0.114967E-001   3404.55     
  1172.76        55724.9       0.114967E-001   3403.92     
  1178.49        55724.9       0.114967E-001   3403.29     
  1184.22        55724.9       0.114967E-001   3402.66     
  1189.95        55724.9       0.114967E-001   3402.02     
  1195.68        55724.9       0.114967E-001   3401.40     
  1201.41        55724.9       0.114967E-001   3400.76     
  1207.14        55724.9       0.114967E-001   3400.13     
  1212.87        55724.9       0.114967E-001   3399.49     
  1218.60        55724.9       0.114967E-001   3398.86     
  1224.33        55724.9       0.114967E-001   3398.21     
  1230.06        55724.9       0.114967E-001   3397.58     
  1235.80        55724.9       0.114967E-001   3396.95     
  1241.53        55724.9       0.114967E-001   3396.31     
  1247.26        55724.9       0.114967E-001   3395.67     
  1252.99        55724.9       0.114967E-001   3395.03     
  1258.72        55724.9       0.114967E-001   3394.39     
  1264.45        55724.9       0.114967E-001   3393.73     
  1270.18        55724.9       0.114967E-001   3393.10     
  1275.91        55724.9       0.114967E-001   3392.45     
  1281.64        55724.9       0.114967E-001   3391.81     
  1287.37        55724.9       0.114967E-001   3391.17     
  1293.10        55724.9       0.114967E-001   3390.52     
  1298.84        55724.9       0.114967E-001   3389.86     
  1304.57        55724.9       0.114967E-001   3389.23     
  1310.30        55724.9       0.114967E-001   3388.58     
  1316.03        55724.9       0.114967E-001   3387.93     
  1321.76        55724.9       0.114967E-001   3387.27     
  1327.49        55724.9       0.114967E-001   3386.63     
  1333.22        55724.9       0.114967E-001   3385.96     
  1338.95        55724.9       0.114967E-001   3385.31     
  1344.68        55724.9       0.114967E-001   3384.67     
  1350.41        55724.9       0.114967E-001   3384.01     
  1356.14        55724.9       0.114967E-001   3383.35     
  1361.88        55724.9       0.114967E-001   3382.70     
  1367.61        55724.9       0.114967E-001   3382.03     
  1373.34        55724.9       0.114967E-001   3381.37     
  1379.07        55724.9       0.114967E-001   3380.73     
  1384.80        55724.9       0.114967E-001   3380.06     
  1390.53        55724.9       0.114967E-001   3379.41     
  1396.26        55724.9       0.114967E-001   3378.75     
  1401.99        55724.9       0.114967E-001   3378.08     
  1407.72        55724.9       0.114967E-001   3377.40     
  1413.45        55724.9       0.114967E-001   3376.75     
  1419.18        55724.9       0.114967E-001   3376.08     
  1424.92        55724.9       0.114967E-001   3375.42     
  1430.65        55724.9       0.114967E-001   3374.75     
  1436.38        55724.9       0.114967E-001   3374.09     
  1442.11        55724.9       0.114967E-001   3373.42     
  1447.84        55724.9       0.114967E-001   3372.75     
  1453.57        55724.9       0.114967E-001   3372.08     
  1459.30        55724.9       0.114967E-001   3371.40     
  1465.03        55724.9       0.114967E-001   3370.73     
  1470.76        55724.9       0.114967E-001   3370.06     
  1476.49        55724.9       0.114967E-001   3369.38     
  1482.22        55724.9       0.114967E-001   3368.71     
  1487.96        55724.9       0.114967E-001   3368.03     
  1493.69        55724.9       0.114967E-001   3367.35     
  1499.42        55724.9       0.114967E-001   3366.67     
  1505.15        55724.9       0.114967E-001   3365.99     
  1510.88        55724.9       0.114967E-001   3365.31     
  1516.61        55724.9       0.114967E-001   3364.63     
  1522.34        55724.9       0.114967E-001   3363.94     
  1528.07        55724.9       0.114967E-001   3363.26     
  1533.80        55724.9       0.114967E-001   3362.58     
  1539.53        55724.9       0.114967E-001   3361.89     
  1545.27        55724.9       0.114967E-001   3361.20     
  1551.00        55724.9       0.114967E-001   3360.51     
  1556.73        55724.9       0.114967E-001   3359.82     
  1562.46        55724.9       0.114967E-001   3359.13     
  1568.19        55724.9       0.114967E-001   3358.44     
  1573.92        55724.9       0.114967E-001   3357.75     
  1579.65        55724.9       0.114967E-001   3357.06     
  1585.38        55724.9       0.114967E-001   3356.36     
  1591.11        55724.9       0.114967E-001   3355.67     
  1596.84        55724.9       0.114967E-001   3354.97     
  1602.57        55724.9       0.114967E-001   3354.27     
  1608.31        55724.9       0.114967E-001   3353.58     
  1614.04        55724.9       0.114967E-001   3352.88     
  1619.77        55724.9       0.114967E-001   3352.18     
  1625.50        55724.9       0.114967E-001   3351.48     
  1631.23        55724.9       0.114967E-001   3350.77     
  1636.96        55724.9       0.114967E-001   3350.07     
  1642.69        55724.9       0.114967E-001   3349.37     
  1648.42        55724.9       0.114967E-001   3348.66     
  1654.15        55724.9       0.114967E-001   3347.96     
  1659.88        55724.9       0.114967E-001   3347.26     
  1665.61        55724.9       0.114967E-001   3346.55     
  1671.35        55724.9       0.114967E-001   3345.84     
  1677.08        55724.9       0.114967E-001   3345.13     
  1682.81        55724.9       0.114967E-001   3344.42     
  1688.54        55724.9       0.114967E-001   3343.71     
  1694.27        55724.9       0.114967E-001   3343.00     
  1700.00        55724.9       0.114967E-001   3342.28     
  273.000        56040.2        13.0533        2893.52     
  278.731        56040.2        13.0533        2893.22     
  284.462        56040.2        13.0533        2892.93     
  290.193        56040.2        11.9201        2951.14     
  295.924        56040.2        11.9201        2950.82     
  301.655        56040.2        11.8893        2952.09     
  307.386        56040.2        11.8893        2951.77     
  313.116        56040.2        11.8805        2951.90     
  318.847        56040.2        11.8805        2951.58     
  324.578        56040.2        11.8445        2952.24     
  330.309        56040.2        11.8336        2952.47     
  336.040        56040.2        11.8336        2952.13     
  341.771        56040.2        11.8217        2952.41     
  347.502        56040.2        11.8217        2952.07     
  353.233        56040.2        11.8217        2951.73     
  358.964        56040.2        11.8200        2951.47     
  364.695        56040.2        11.8200        2951.12     
  370.426        56040.2        11.8200        2950.77     
  376.157        56040.2        11.8197        2950.44     
  381.888        56040.2        11.8197        2950.08     
  387.618        56040.2        11.8197        2949.73     
